TR:mock:CellLine,TR:Input05,TR:statin_1uM,TR:statin_2uM,TR:statin_5uM,TR:statin_10uM,TR:LDPS,TR:05HC,TR:1HC,TR:02T09,TR:1T09,TR:02GW,TR:1GW,TR:SREBP1_s129:inhibitor,TR:SREBP1_s130:inhibitor,TR:SREBP2_s27:inhibitor,TR:SREBP2_s28:inhibitor,TR:LDLR_s06:inhibitor,TR:LDLR_s07:inhibitor,TR:NPC1_s69:inhibitor,TR:NPC1_c:inhibitor,TR:Q01581_s62:inhibitor,TR:Q01581_s63:inhibitor,DA:ALL,DV:P14324,DV:P49327,DV:P53396,DV:Q01581,DV:Q13907,DV:Q15738,DV:Q9BWD1,DV:P48449,DV:P37268,DV:O95573,DV:P10515,DV:P53602,DV:Q9UBM7,DV:Q15392,DV:Q13085
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390839403726947,0.29929252763923,0.36010540046047,0.160465869849,0.24688834466136,0.324014886969307,0.199262009109261,0.159001030116157,0.0516277798718432,0.164271479533768,0.161473588814508,0.257471517689336,0.109164838573866,0.201737027458803,0.77047350982024
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442152578389345,0.351434481807525,0.427804186254169,0.162047392443502,0.268061551100123,0.397631869141702,0.182142765376765,0.17908413308962,0.0593633622314361,0.221892727166397,0.189892894806759,0.237164441342663,0.161225967042626,0.195683027794205,0.622973013691087
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,0.389133982087468,0.316264509159446,0.388946958356313,0.089696379139548,0.223365315311824,0.383018746553942,0.191792728008017,0.169961188552878,0.0503036185450433,0.180191908877023,0.172906998919331,0.240814952218284,0.123971282324005,0.199465122642259,0.858426039351614
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,0.341942643387528,0.341094996207507,0.393332808081869,0.0772358419819836,0.211825452798165,0.431160632236721,0.142564289329072,0.174855107399147,0.0546240105540897,0.200073776502184,0.238897880878683,0.20608520511549,0.155526010621404,0.220216775377989,0.58864295429066
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0.399033434270808,0.303418300503367,0.386025684796596,0.0888680066288317,0.278059148576699,0.330353795258225,0.20976324188696,0.176649659922932,0.0512401055408971,0.162120714552415,0.165096192557892,0.240128683110189,0.127823203114036,0.216740955188575,0.839075443840777
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0.362450939102836,0.342684625462569,0.454404671236354,0.0862789664207086,0.305014686393192,0.384591067818416,0.177794808145829,0.201801489332922,0.0603379193366001,0.210462767608517,0.216405953294899,0.25674239502409,0.161993396707217,0.260594720072023,0.667057335905932
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72,0.251912394171782,0.169843933160181,0.317351682117814,0.187373279142325,0.382385240756097,0.681693622495865,0.164451539603612,0.307804950800681,0.0665872597059932,0.258973067078136,0.331022038796497,0.222144269561118,0.214367701477985,0.258697935514621,0.5022759600229
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72,0.222968266346827,0.167592341462293,0.203703022822176,0.173287937563071,0.339569560803218,1,0.133884015001123,0.336599298688596,0.0762084432717678,0.373972639714251,0.435092231735802,0.190307749759714,0.356525368019086,0.359032454522185,0.430222421712898
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72,0.477101711987112,0.329595237547981,0.344850347103676,0.153529667725181,0.400981159566306,0.358001286528212,0.357193847171314,0.308587076030897,0.0632926875235582,0.147772534447778,0.182496100301707,0.323999216392098,0.1542984186074,0.235130674245567,0.877512725323159
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72,0.417605716124962,0.315262831268531,0.317485621241169,0.133474674344755,0.405317326843937,0.452032714574527,0.357275399298205,0.335025336695373,0.0585032039200905,0.174217361770276,0.266071076381928,0.32428939619338,0.196931758588343,0.280169819147903,0.614632848841136
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375742018546661,0.304876456662146,0.410638092987018,0.129784377806375,0.246463253016717,0.332388347730197,0.186857148602498,0.161314109122945,0.0535768940821711,0.167494253080394,0.143967407161101,0.23642736015966,0.110160502854779,0.208467126225761,0.823850772662712
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394134950895066,0.307991817408693,0.321881100576901,0.166003860646404,0.257846564003999,0.383357838632604,0.197906903219968,0.15519861818762,0.0505222389747456,0.21537160414408,0.198068813986429,0.213583353229628,0.133765427995302,0.175683380848566,0.520633258212626
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72,0.384469293603148,0.249747396970602,0.447101049627509,0.356468665808745,0.365850454541932,0.443998345892299,0.225837948103801,0.224993670161662,0.102593856012062,0.24295951739371,0.24502493035962,0.261277525758049,0.144719212332056,0.31748236934782,0.576841834025836
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72,0.332730163864598,0.341110166180155,0.543403279319974,0.402201586846028,0.368593593787539,0.732783495680941,0.211643409415137,0.24773357103466,0.158184885035809,0.348831047311431,0.325476887869616,0.262983709526346,0.249937586326604,0.485174364722808,0.408961079577038
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,0.609557727321495,0.332892178270163,0.470092181631956,0.310284410209882,0.386010726104579,0.362430619371439,0.304548039229925,0.237659589965212,0.0644743686392763,0.168297697183447,0.181589838127884,0.316322307725272,0.124679622120292,0.228222283026029,0.711123994883895
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,0.594333836686262,0.342866205438205,0.523603049960168,0.362289724385028,0.470844215731103,0.433068369784966,0.315162104402363,0.249457368105245,0.0571869581605729,0.203865168943691,0.228901287511675,0.300522813397246,0.15122574545562,0.224301614341068,0.584657296839008
1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,72,0.170638244040232,0.0890812972625095,0.177959573145643,0.101410941275587,0.134866814951446,0.274778533357839,0.0874032127069385,0.0960741128688215,0.0465303430079156,0.155267597270269,0.230187332215175,0.133836556533025,0.11077799197855,0.184160216069269,0.326002051013506
1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,72,0.138465344711351,0.0844916909922541,0.163464383573636,0.0973806393674835,0.119357751238075,0.449696746921522,0.0696670774063742,0.110495392224531,0.0620373162457595,0.228835365935949,0.378560053723743,0.155967357833324,0.138303529881008,0.235803242804311,0.315945435144231
1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72,0.278071800653024,0.181498609419174,0.344362738661134,0.181763074815069,0.305216963365393,0.377016173497519,0.251112404525361,0.234546003183995,0.0607964568413117,0.180719590810327,0.215965861951495,0.273092251464673,0.123222318243258,0.265813746171567,0.578090728774764
1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72,0.26731403297789,0.185954903808583,0.232255692412743,0.196794367344671,0.347755190613108,0.446439073699688,0.223144493611564,0.227611621930028,0.062623822088202,0.223534254339993,0.296905179875112,0.307066551574256,0.17509879087357,0.270208390336902,0.379560102280532
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72,0.414444681086153,0.184506401268761,0.350121245546305,0.264671845055688,0.364528679154622,0.438006800220548,0.23944709892273,0.200952423894533,0.056450810403317,0.167962104069854,0.188179798503363,0.266026312084091,0.124406331479389,0.243126472898665,0.621485145737289
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72,0.385814414896258,0.183970395568529,0.331989565004246,0.281475377963764,0.339314195813409,0.546594376033817,0.220280114798583,0.195847279210036,0.0586211835657746,0.240979697966198,0.219915274266555,0.214914262276014,0.133243959907524,0.229988437469659,0.398565745165208
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,0.276564944537767,0.296310938469672,0.345964755626756,0.122259589123531,0.185309731769885,0.274348465355633,0.128835603200865,0.148699868547467,0.0506807387862797,0.1747018574584,0.190282457144068,0.183960525751927,0.11816570276319,0.229147285453278,0.880826140759374
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,0.234893407144195,0.350271910267313,0.38127303446525,0.125749215372224,0.189385884012369,0.303205293144643,0.100128025667694,0.167381042394309,0.0553531850735017,0.20576401416149,0.255350777250211,0.171564216055391,0.154876022070066,0.246477841425634,0.622736118514085
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72,0.305872575378836,0.216862114142552,0.336238849349126,0.122997000361068,0.16961389123544,0.279608527844146,0.115091276938734,0.142607269082295,0.0512429325292122,0.191084739510466,0.166799509053657,0.181314624694668,0.116593912266318,0.21637201338076,0.866150068938574
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72,0.300447252829959,0.254374698324408,0.358422844937014,0.0961731458250396,0.189749362556285,0.302539974269436,0.0973129132765745,0.139005677778279,0.0539046362608368,0.218252486583023,0.197548854214038,0.172367414155142,0.148038585684002,0.209464504797126,0.696433376868017
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374965371133377,0.259771071321856,0.399508889881031,0.168681779045115,0.265848129519263,0.360051461128469,0.193922020526559,0.177102980400046,0.0557516019600452,0.198067415528154,0.221343126180708,0.22174389489859,0.130655823675833,0.199309778723179,0.579651327703956
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413227666582863,0.335241685246052,0.379821589586014,0.15833209891402,0.290132603792887,0.377784414629664,0.180840165651361,0.177765792513102,0.061885978137957,0.211784896510461,0.203439558343887,0.254807863015544,0.176691262824348,0.271609133516333,0.645193365688227
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0.390839403726947,0.29929252763923,0.36010540046047,0.160465869849,0.24688834466136,0.324014886969307,0.199262009109261,0.159001030116157,0.0516277798718432,0.164271479533768,0.161473588814508,0.257471517689336,0.109164838573866,0.201737027458803,0.77047350982024
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0.442152578389345,0.351434481807525,0.427804186254169,0.162047392443502,0.268061551100123,0.397631869141702,0.182142765376765,0.17908413308962,0.0593633622314361,0.221892727166397,0.189892894806759,0.237164441342663,0.161225967042626,0.195683027794205,0.622973013691087
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0.375742018546661,0.304876456662146,0.410638092987018,0.129784377806375,0.246463253016717,0.332388347730197,0.186857148602498,0.161314109122945,0.0535768940821711,0.167494253080394,0.143967407161101,0.23642736015966,0.110160502854779,0.208467126225761,0.823850772662712
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0.394134950895066,0.307991817408693,0.321881100576901,0.166003860646404,0.257846564003999,0.383357838632604,0.197906903219968,0.15519861818762,0.0505222389747456,0.21537160414408,0.198068813986429,0.213583353229628,0.133765427995302,0.175683380848566,0.520633258212626
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0.374965371133377,0.259771071321856,0.399508889881031,0.168681779045115,0.265848129519263,0.360051461128469,0.193922020526559,0.177102980400046,0.0557516019600452,0.198067415528154,0.221343126180708,0.22174389489859,0.130655823675833,0.199309778723179,0.579651327703956
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0.413227666582863,0.335241685246052,0.379821589586014,0.15833209891402,0.290132603792887,0.377784414629664,0.180840165651361,0.177765792513102,0.061885978137957,0.211784896510461,0.203439558343887,0.254807863015544,0.176691262824348,0.271609133516333,0.645193365688227
